~000132~,~Mobile poll/Bureau itinérant~
~001296~,~Nictaux W/O~
~001297~,~Williamston~
~001298~,~West Lawrencetown~
~001299~,~Carleton Corner~
~001300~,~Carleton Corner W/O~
~001301~,~Young Cove~
~001302~,~Hillsburn~
~001303~,~Port Wade~
~001304~,~Granville Ferry~
~001305~,~Belleisle~
~001306~,~Round Hill~
~001307~,~Mochelle~
~001308~,~Annapolis Royal S~
~001309~,~Annapolis Royal N~
~001310~,~Upper Clements~
~001311~,~Clementsport~
~001312~,~C.F.B./B.F.C. Cornwallis~
~001313~,~Deep Brook~
~001314~,~Bear River E~
~001315~,~Bear River S~
~001316~,~Clementsvale~
~001317~,~Lequille~
~001318~,~Dalhousie W/O~
~001319~,~Maitland Bridge~
~001320~,~South Milford~
~001321~,~Culloden~
~001322~,~Rossway~
~001323~,~Sandy Cove~
~001324~,~East Ferry~
~001325~,~Tiverton~
~001326~,~Freeport~
~001327~,~Westport~
~001328~,~Marshalltown~
~001329~,~Conway~
~001330~,~Digby T/V~
~001331~,~Smiths Cove~
~001332~,~Bear River~
~001333~,~Morganville~
~001334~,~Brighton~
~001335~,~Plympton~
~001336~,~Ashmore~
~001337~,~Weymouth N~
~001338~,~Weymouth~
~001339~,~Weymouth S~
~001340~,~North Range~
~001341~,~Doucetteville~
~001342~,~Danvers~
~001343~,~New Edinburgh~
~001344~,~St. Bernard~
~001345~,~Belliveau Cove~
~001346~,~Grosses Coques~
~001347~,~Church Point~
~001348~,~Little Brook~
~001349~,~Comeauville~
~001350~,~Saulnierville N~
~001351~,~Saulnierville S~
~001352~,~Lower Saulnierville~
~001353~,~Meteghan River~
~001354~,~Meteghan Centre~
~001355~,~Meteghan~
~001356~,~St. Alphonse~
~001357~,~Cape St. Marys~
~001358~,~Hectanooga~
~001359~,~St. Martin~
~001360~,~Saulnierville Station~
~001361~,~Concession~
~001362~,~Havelock~
~001363~,~Corberrie~
~001364~,~Port Maitland~
~001365~,~Sandford~
~001366~,~Chegoggin~
~001367~,~South Chegoggin~
~001368~,~Hebron~
~001369~,~Milo~
~001370~,~Overton~
~001371~,~Yarmouth~
~001372~,~Sand Beach~
~001373~,~Kelleys Cove~
~001374~,~Pinkneys Point~
~001375~,~Arcadia~
~001376~,~Greenville~
~001377~,~South Ohio~
~001378~,~Brenton~
~001379~,~Brazil Lake~
~001380~,~Pleasant Valley~
~001381~,~Carleton~
~001382~,~Kemptville~
~001383~,~Raynardton~
~001384~,~Comeaus Hill~
~001385~,~Lower Wedgeport~
~001386~,~Wedgeport~
~001387~,~Wedgeport Centre~
~001388~,~Wedgeport Upper~
~001389~,~Surettes Island~
~001390~,~Sluice Point~
~001391~,~Amiraults Hill~
~001392~,~Tusket~
~001393~,~Ste. Anne du Ruisseau~
~001394~,~Belleville~
~001395~,~Quinan~
~001396~,~Central Argyle~
~001397~,~Pubnico~
~001398~,~Upper West Pubnico~
~001399~,~Middle West Pubnico~
~001400~,~Middle West Pubnico S~
~001401~,~Lower West Pubnico~
~001402~,~East Pubnico~
~001403~,~Bridgetown~
~001404~,~Annapolis Royal~
~001405~,~Digby~
~001406~,~West Pubnico~
~001407~,~St-Ignace N~
~001408~,~St-Louis-de-Kent NE/N-E~
~001409~,~St-Louis-de-Kent SE/S-E~
~001410~,~St-Louis-de-Kent Centre~
~001411~,~St-Louis-de-Kent SW/S-O~
~001412~,~Harcourt~
~001413~,~St-Ignace S~
~001414~,~Weldford--Bass River~
~001415~,~St-Charles E~
~001416~,~St-Charles W/O~
~001417~,~Petite-Aldouane~
~001418~,~Grande-Aldouane~
~001419~,~Richibucto SW/S-O~
~001420~,~Richibucto N~
~001421~,~Richibucto S~
~001422~,~Rexton S~
~001423~,~Rexton N~
~001424~,~Big Cove E~
~001425~,~Big Cove W/O~
~001426~,~Richibucto NW/N-O~
~001427~,~Richibucto E~
~001428~,~South & West Branch~
~001429~,~Beersville~
~001430~,~St-Paul NE/N-E~
~001431~,~St-Paul SE/S-E~
~001432~,~St-Norbert~
~001433~,~Ste-Marie-de-Kent NW/N-O~
~001434~,~Ste-Marie-de-Kent E~
~001435~,~Collette-Village~
~001436~,~Ste-Anne E~
~001437~,~Buctouche, Baie de~
~001438~,~Buctouche NW/N-O~
~001439~,~Buctouche N~
~001440~,~Buctouche SW/S-O~
~001441~,~Buctouche E~
~001442~,~St-Joseph-de-Kent~
~001443~,~McKee Mills~
~001444~,~St-François-de-Kent~
~001445~,~Cormierville~
~001446~,~Breau-Village~
~001447~,~Cap-de-Cocagne~
~001448~,~Cap-des-Caissie~
~001449~,~Grande-Digue Centre~
~001450~,~Cocagne N~
~001451~,~Cocagne S~
~001452~,~Notre-Dame E~
~001453~,~Notre-Dame Centre~
~001454~,~Haut-Saint-Antoine~
~001455~,~St-Antoine~
~001456~,~St-Antoine S~
~001457~,~Ste-Marie S~
~001458~,~Gallagher Ridge~
~001459~,~Steeves Mountain N~
~001460~,~Indian Mountain~
~001461~,~Ammon~
~001462~,~McQuade~
~001463~,~Irishtown N~
~001464~,~Irishtown S~
~001465~,~Lakeside Es/Do S~
~001466~,~Lakeside N~
~001467~,~Lakeville E~
~001468~,~Upper Shediac River~
~001469~,~Shediac Bridge~
~001470~,~Shediac Bridge S~
~001471~,~Shediac Cape S~
~001472~,~Shediac W/O~
~001473~,~Barachois~
~001474~,~Robichaud~
~001475~,~Basse-Aboujagane~
~001476~,~Cap-Brulé~
~001477~,~Scoudouc W/O~
~001478~,~Shediac SW/S-O~
~001479~,~Shediac S~
~001480~,~Shediac Centre S~
~001481~,~Shediac N~
~001482~,~Shediac Centre~
~001483~,~Shediac Centre SE/S-E~
~001484~,~Shediac Centre N~
~001485~,~Pointe-du-Chêne~
~001486~,~Scoudouc E~
~001487~,~Painsec S~
~001488~,~Memramcook N~
~001489~,~Memramcook W/O~
~001490~,~Gautreau Village~
~001491~,~McGinleys CNR--Pré-d'en-Haut~
~001492~,~Memramcook~
~001493~,~Memramcook NW/N-O~
~001494~,~Midgic~
~001495~,~College Bridge~
~001496~,~Cormier Cove~
~001497~,~St-Joseph~
~001498~,~Belliveau VL--Pré-d'en-Haut~
~001499~,~Upper Dorchester~
~001500~,~British Sett.--Johnson Mills~
~001501~,~Dorchester~
~001502~,~Jolicure~
~001503~,~Point-de-Bute~
~001504~,~Sackville S~
~001505~,~Sackville NW/N-O~
~001506~,~Sackville Univ.~
~001507~,~Sackville W/O~
~001508~,~Sackville N~
~001509~,~Sackville E~
~001510~,~Baie Verte~
~001511~,~Cape Tormentine~
~001512~,~Bayside--Melrose~
~001513~,~Port Elgin~
~001514~,~Murray Corner~
~001515~,~Shemogue S~
~001516~,~Petit-Cap~
~001517~,~Trois-Ruisseaux~
~001518~,~LeBlanc SW/S-O~
~001519~,~Haute-Aboujagane~
~001520~,~Cormier-Village~
~001521~,~Cap-Pelé W/O~
~001522~,~Cap-Pelé SW/S-O~
~001523~,~Cap-Pelé N~
~001524~,~Cap-Pelé E~
~001525~,~Dupuis Corner~
~001526~,~Richibucto~
~001527~,~Buctouche~
~001528~,~Shediac~
~001529~,~Cap-Pelé~
~001530~,~Sackville~
~001531~,~Irishtown~
~001532~,~Summerfield--Knoxford~
~001533~,~Royalton--Tracey Mills~
~001534~,~Wakem Corner--Gregg Settl.~
~001535~,~Wicklow~
~001536~,~Upper Kent N~
~001537~,~Upper Kent S~
~001538~,~Holmesville~
~001539~,~Johnville~
~001540~,~Juniper W/O~
~001541~,~Juniper E~
~001542~,~Glassville~
~001543~,~Bath W/O~
~001544~,~Bath Centre~
~001545~,~Bath S~
~001546~,~Gordonsville~
~001547~,~Bristol N~
~001548~,~Bristol Centre S~
~001549~,~Florenceville E~
~001550~,~Florenceville W/O~
~001551~,~Good Corner~
~001552~,~Lansdown--Mount Pleasant~
~001553~,~Riverbank~
~001554~,~Stickney~
~001555~,~Bloomfield~
~001556~,~Simonds~
~001557~,~Upper Brighton~
~001558~,~Lindsay~
~001559~,~Jacksonville~
~001560~,~Somerville~
~001561~,~Lower Wakeville~
~001562~,~Hartland~
~001563~,~Rockland~
~001564~,~Carlisle~
~001565~,~Richmond W/O~
~001566~,~Richmond E~
~001567~,~Upper Woodstock~
~001568~,~Woodstock~
~001569~,~Lower Brighton~
~001570~,~Grafton N~
~001571~,~Grafton Centre~
~001572~,~Grafton S~
~001573~,~Nortondale~
~001574~,~Temperance Vale~
~001575~,~Pinder~
~001576~,~Fox Creek~
~001577~,~Nackawic~
~001578~,~Bedell~
~001579~,~Woodstock I.R./R.I. No. 23~
~001580~,~Debec~
~001581~,~Lower Woodstock~
~001582~,~Benton~
~001583~,~Meductic~
~001584~,~Canterbury SW/S-O~
~001585~,~Canterbury E~
~001586~,~Hawkshaw--Dumfries~
~001587~,~Fosterville~
~001588~,~McAdam~
~001589~,~York Mills~
~001590~,~Magaguadavic~
~001591~,~Prince William~
~001592~,~Harvey W/O~
~001593~,~Harvey E~
~001594~,~Tracy N~
~001595~,~Tracy S~
~001596~,~Fredericton Junction~
~001597~,~Fredericton Junction S~
~001598~,~Hoyt~
~001599~,~Brockway~
~001600~,~Manners Sutton~
~001601~,~Tweedside~
~001602~,~Cork~
~001603~,~Oak Hill~
~001604~,~Lawrence Station~
~001605~,~Rollingdam~
~001606~,~Bonny River~
~001607~,~Pomeroy Ridge~
~001608~,~Upper Mills~
~001609~,~Heathland~
~001610~,~Old Ridge~
~001611~,~Moores Mills~
~001612~,~Valley Road~
~001613~,~St. Stephen~
~001614~,~Dufferin S~
~001615~,~Dufferin N~
~001616~,~Oak Bay~
~001617~,~Tower Hill~
~001618~,~Bayside--Waweig~
~001619~,~St. Andrews~
~001620~,~Chamcook~
~001621~,~Bocabec~
~001622~,~Elmsville~
~001623~,~St. George~
~001624~,~Letete~
~001625~,~Back Bay S~
~001626~,~Deer Island NW/N-O~
~001627~,~Deer Island SE/S-E~
~001628~,~Wilsons Beach~
~001629~,~Central Campobello~
~001630~,~Campobello Island~
~001631~,~North Head~
~001632~,~Castalia~
~001633~,~Woodwards Cove~
~001634~,~Grand Harbour--Ingalls Head~
~001635~,~Seal Cove~
~001636~,~White Head Island~
~001637~,~Blacks Harbour~
~001638~,~Beaver Harbour~
~001639~,~Pennfield Centre~
~001640~,~Pennfield W/O~
~001641~,~Pennfield S~
~001642~,~Pennfield~
~001643~,~Patterson--Clarendon~
~001644~,~Lepreau~
~001645~,~Lepreau E~
~001646~,~Maces Bay~
~001647~,~Florenceville~
~001648~,~Canterbury~
~001649~,~Harvey~
~001650~,~The Ridge~
~001651~,~Deer Island~
~001652~,~Grand Manan Island~
~001653~,~Bear Island~
~001654~,~Scotch Settlement~
~001655~,~Lower Keswick Ridge~
~001656~,~Tripp Settlement~
~001657~,~Upper Keswick~
~001658~,~Zealand~
~001659~,~Stoneridge~
~001660~,~Brewers Mills~
~001661~,~Napadogan~
~001662~,~Maple Grove~
~001663~,~Stanley~
~001664~,~Royal Road--Nashwaak~
~001665~,~Nashwaak Bridge~
~001666~,~Burtts Corner~
~001667~,~Pughs Crossing~
~001668~,~Douglas--Keswick~
~001669~,~Carlisle Rd/Ch~
~001670~,~Estys Bridge~
~001671~,~Royal Road~
~001672~,~McLeod Hill~
~001673~,~Nashwaak Valley~
~001674~,~Penniac~
~001675~,~Durham~
~001676~,~Taymouth~
~001677~,~Maugerville~
~001678~,~Upper Maugerville--Sheffield~
~001679~,~Richibuctou Rd/Ch~
~001680~,~Sheffield~
~001681~,~Burton~
~001682~,~Lower Burton--Swan Lake~
~001683~,~Swan Creek~
~001684~,~Upper Geary~
~001685~,~Geary~
~001686~,~Oromocto~
~001687~,~Lavina~
~001688~,~French Lake~
~001689~,~Rusagonis~
~001690~,~Nevers Rd/Ch~
~001691~,~Nevers~
~001692~,~Tamarack Mobile Home Park~
~001693~,~Lincoln--Lower~
~001694~,~Lincoln~
~001695~,~Howorth~
~001696~,~Nasonworth~
~001697~,~Charters~
~001698~,~Sunrise Es/Do~
~001699~,~Forbes~
~001700~,~Centennial Heights~
~001701~,~Castle Acres~
~001702~,~Springwater~
~001703~,~Applewood~
~001704~,~Applewood Acres~
~001705~,~Newmarket~
~001706~,~Mazerolle~
~001707~,~Brookdale--Starlite~
~001708~,~Deerwood~
~001709~,~Hanwell~
~001710~,~Kingsclear~
~001711~,~Valleyview~
~001712~,~Kingsclear S~
~001713~,~Fredericton~
~001714~,~Greenwood Trailer Park~
~001715~,~Northfield N~
~001716~,~Northfield S~
~001717~,~Minto Village~
~001718~,~Upper Gaspereau~
~001719~,~Chipman E~
~001720~,~Chipman W/O~
~001721~,~Chipman~
~001722~,~Chipman Village~
~001723~,~Cumberland Bay~
~001724~,~Youngs Cove~
~001725~,~Canaan Forks~
~001726~,~Coles Island~
~001727~,~Long Creek--Codys~
~001728~,~Cambridge-Narrows Village~
~001729~,~Shannon~
~001730~,~Hampstead--Queenstown~
~001731~,~Welsford~
~001732~,~Wirral~
~001733~,~Upper Gagetown~
~001734~,~Gagetown Village~
~001735~,~Gagetown S~
~001736~,~Newcastle Creek~
~001737~,~Douglas Harbour~
~001738~,~Whites Cove~
~001739~,~Jemseg~
~001740~,~Collina~
~001741~,~Head of Millstream~
~001742~,~Havelock N~
~001743~,~Havelock S~
~001744~,~Cornhill~
~001745~,~Anagance~
~001746~,~Penobsquis N~
~001747~,~Penobsquis S~
~001748~,~Waterford~
~001749~,~Hammond Jeffries Corner~
~001750~,~Jeffries Corner~
~001751~,~Southfield~
~001752~,~Apohaqui W/O~
~001753~,~Apohaqui E~
~001754~,~Newtown~
~001755~,~Smith Creek--Plumweseep~
~001756~,~Roachville~
~001757~,~Four Corners--Cougle Rd/Ch~
~001758~,~Picadilly~
~001759~,~Mill Brook~
~001760~,~Wards Creek~
~001761~,~Sussex Corner Village~
~001762~,~Sussex Corner~
~001763~,~Sussex T/V~
~001764~,~Belleisle Creek~
~001765~,~Midland~
~001766~,~Hatfield Point~
~001767~,~Norton Village~
~001768~,~Norton Central~
~001769~,~Bloomfield Station E~
~001770~,~Bloomfield Station W/O~
~001771~,~Upham~
~001772~,~Barnesville~
~001773~,~Bayswater N~
~001774~,~Westfield N~
~001775~,~Public Landing N~
~001776~,~Morrisdale~
~001777~,~Westfield Village~
~001778~,~Grand Bay Village~
~001779~,~Greenwich Hill~
~001780~,~Browns Flat~
~001781~,~Oak Point~
~001782~,~Kars~
~001783~,~Pickwauket--Hampton~
~001784~,~Kingston S~
~001785~,~Clifton Royal~
~001786~,~Long Reach~
~001787~,~Moss Glen (Kingston)~
~001788~,~Darlings Island~
~001789~,~Nauwigewauk~
~001790~,~Nauwigewauk E~
~001791~,~Hampton S~
~001792~,~French Village E~
~001793~,~Hampton Village~
~001794~,~Quispamsis~
~001795~,~Gondola Point Village~
~001796~,~Fairvale Village~
~001797~,~Rothesay T/V~
~001798~,~Riverside--Kinghurst VL E~
~001799~,~Renforth Village~
~001800~,~Kennebecasis Park~
~001801~,~Renforth (Kennebecasis Park)~
~001802~,~Barsa (Rothesay W/O)~
~001803~,~Hammond View--Dofred (Rothesay E)~
~001804~,~Hunter Lake (Rothesay E)~
~001805~,~Loch Lomond N~
~001806~,~Taylor Lake (Loch Lomond S)~
~001807~,~Gardner Creek~
~001808~,~Fairfield~
~001809~,~Garnett Settlement~
~001810~,~Old Black River (Mispec)~
~001811~,~St. Martins~
~001812~,~St. Martins E~
~001813~,~Bains Corner~
~001814~,~St. Martins Village~
~001815~,~Five Points~
~001816~,~Synton (Coverdale)~
~001817~,~Turtle Creek~
~001818~,~Pine Glen~
~001819~,~Lower Coverdale~
~001820~,~Stoney Creek~
~001821~,~Colpitts Settlement S~
~001822~,~Colpitts Settlement N~
~001823~,~Osborne Corner~
~001824~,~Salem (Weldon)~
~001825~,~Albert Mines~
~001826~,~Caledonia Mountain~
~001827~,~Hillsborough Village~
~001828~,~Hopewell Hill~
~001829~,~Hopewell Cape~
~001830~,~Riverside-Albert~
~001831~,~Harvey S~
~001832~,~Elgin~
~001833~,~Parkindale~
~001834~,~Minto~
~001835~,~Cambridge-Narrows~
~001836~,~Gagetown~
~001837~,~Grand Bay~
~001838~,~Renforth~
~001839~,~Fairvale~
~001840~,~Gondola Point~
~001841~,~Norton~
~001842~,~Sussex~
~001843~,~Hillsborough~
~001844~,~Albert~
~001845~,~Bathurst~
~001846~,~Tetagouche N~
~001847~,~Tetagouche S~
~001848~,~Ste-Anne~
~001849~,~Big River N~
~001850~,~Big River S~
~001851~,~Mine Brunswick~
~001852~,~Rough Waters~
~001853~,~Chamberlain~
~001854~,~Route 8 S~
~001855~,~Allardville N~
~001856~,~Allardville Centre~
~001857~,~Allardville S~
~001858~,~Jeanne-Mance~
~001859~,~Allardville E~
~001860~,~St-Sauveur W/O~
~001861~,~St-Sauveur E~
~001862~,~Salmon Beach~
~001863~,~Rocheville--Canobie~
~001864~,~Stonehaven~
~001865~,~Pokeshaw~
~001866~,~Grande-Anse W/O~
~001867~,~Grande-Anse E~
~001868~,~St-Paul--Dugas~
~001869~,~St-Léolin W/O~
~001870~,~St-Léolin E~
~001871~,~Anse-Bleue~
~001872~,~Maisonnette W/O~
~001873~,~Maisonnette E~
~001874~,~Pointe-Rocheuse~
~001875~,~Caraquet E~
~001876~,~Le Bouthillier~
~001877~,~Bas-Caraquet W/O~
~001878~,~Bas-Caraquet Centre~
~001879~,~Bas-Caraquet E~
~001880~,~Morais~
~001881~,~Pokesudie~
~001882~,~St-Simon Centre~
~001883~,~St-Simon~
~001884~,~Blanchard~
~001885~,~Bertrand E~
~001886~,~Thériault~
~001887~,~Bertrand Centre~
~001888~,~Bertrand W/O~
~001889~,~Trudel--Burnsville~
~001890~,~St-Amateur~
~001891~,~Paquetville E~
~001892~,~Paquetville W/O~
~001893~,~Petit-Paquetville~
~001894~,~Haut-Paquetville~
~001895~,~Notre-Dame-des-Érables~
~001896~,~Val-Doucet~
~001897~,~Rang-St-Georges Haut/Upper S~
~001898~,~Rang-St-Georges Bas/Lower S~
~001899~,~Maltampec~
~001900~,~Landry~
~001901~,~Pokemouche~
~001902~,~Evangéline~
~001903~,~Inkerman Centre~
~001904~,~Inkerman N~
~001905~,~Petit-Pokemouche~
~001906~,~Le Goulet W/O~
~001907~,~Le Goulet E~
~001908~,~Pointe-Sauvage~
~001909~,~Shippagan S~
~001910~,~Shippagan~
~001911~,~Haut-Shippagan--Pointe-Brûlée~
~001912~,~Savoy Landing--Chiasson~
~001913~,~Haut-Lamèque~
~001914~,~Lamèque S~
~001915~,~Lamèque W/O~
~001916~,~Lamèque Centre~
~001917~,~Lamèque N~
~001918~,~Petite-Lamèque~
~001919~,~Pointe-Alexandre~
~001920~,~Pointe-Canot~
~001921~,~Ste-Cécile~
~001922~,~Petite-Rivière-de-l'+le~
~001923~,~Coteau Road~
~001924~,~Pigeon Hill E~
~001925~,~Pigeon Hill~
~001926~,~Cap-Bateau~
~001927~,~St-Raphaël Haut/Upper~
~001928~,~Ste-Marie--St-Raphaël N~
~001929~,~Ste-Marie--St-Raphaël S~
~001930~,~Miscou S~
~001931~,~Miscou N~
~001932~,~Four Roads~
~001933~,~Six Roads S~
~001934~,~Six Roads N~
~001935~,~Ste-Rose E~
~001936~,~Haut-Ste-Rose W/O~
~001937~,~Bois-Blanc~
~001938~,~Duguayville--Hacheyville~
~001939~,~Haut-St-Isidore E~
~001940~,~Haut-St-Isidore Centre~
~001941~,~Bois-Gagnon~
~001942~,~Tilley Road W/O~
~001943~,~Tilley Road E~
~001944~,~Loisir Settlement~
~001945~,~Little Gaspereau~
~001946~,~Pont-Landry Centre~
~001947~,~Dignards~
~001948~,~Tracadie N~
~001949~,~Tracadie Centre~
~001950~,~Tracadie S~
~001951~,~Pointe-à-Bouleau~
~001952~,~Gauvreau~
~001953~,~Rivière-à-la-Truite~
~001954~,~St-Irénée N~
~001955~,~St-Irénée S~
~001956~,~Saumarez W/O~
~001957~,~Saumarez E~
~001958~,~Benoit~
~001959~,~St-Pons~
~001960~,~Haut-Sheila W/O~
~001961~,~Haut-Sheila E~
~001962~,~Sheila W/O~
~001963~,~Sheila N~
~001964~,~Sheila S~
~001965~,~Tracadie Beach~
~001966~,~Val-Comeau W/O~
~001967~,~Val-Comeau E~
~001968~,~Pont-Lafrance S~
~001969~,~Pont-Lafrance~
~001970~,~Leech~
~001971~,~Allardville~
~001972~,~Grande-Anse~
~001973~,~Paquetville~
~001974~,~Caraquet~
~001975~,~Lamèque~
~001976~,~St-Isidore~
~001977~,~Connors~
~001978~,~Pelletiers Mill~
~001979~,~St-François~
~001980~,~Clair~
~001981~,~Lac-Baker~
~001982~,~Val-Lambert~
~001983~,~Baker Brook~
~001984~,~St-Hilaire~
~001985~,~Verret~
~001986~,~Edmundston~
~001987~,~St-Jacques VL~
~001988~,~St-Jacques~
~001989~,~Moulin-Morneault~
~001990~,~St-Basile P~
~001991~,~St-Basile VL~
~001992~,~Rivière-Verte VL~
~001993~,~Rivière-Verte P~
~001994~,~Siegas~
~001995~,~Ste-Anne VL~
~001996~,~Notre-Dame-de-Lourdes~
~001997~,~St-Léonard P~
~001998~,~St-Léonard VL~
~001999~,~St-Léonard-Parent~
~002000~,~St-André P~
~002001~,~St-André VL~
~002002~,~Grand Falls/Grand-Sault~
~002003~,~Drummond~
~002004~,~Denmark~
~002005~,~Salmonhurst~
~002006~,~Tilley~
~002007~,~Riley Brook~
~002008~,~Burntland~
~002009~,~Burntland Brook~
~002010~,~Sisson Ridge~
~002011~,~Plaster Rock~
~002012~,~Wapske~
~002013~,~Arthurette~
~002014~,~Rowena~
~002015~,~Reserve~
~002016~,~Currie~
~002017~,~Perth~
~002018~,~Bairdsville~
~002019~,~Andover~
~002020~,~Aroostook Junction~
~002021~,~Four Falls~
~002022~,~Cliffordvale~
~002023~,~Rivière-Verte~
~002024~,~St-Léonard~
~002025~,~Perth-Andover~
~002026~,~Newcastle~
~002027~,~Newcastle--Chaplin Island~
~002028~,~Beaver Brook~
~002029~,~Bellefond~
~002030~,~Nordin~
~002031~,~Douglastown~
~002032~,~Ferry Road N~
~002033~,~Ferry Road S~
~002034~,~Lower Newcastle--Bartibog~
~002035~,~Lower Newcastle N~
~002036~,~Bartibog~
~002037~,~New Jersey~
~002038~,~Burnt Church I.R./R.I.~
~002039~,~Lavillette--Allainville~
~002040~,~Saint-Wilfred~
~002041~,~Lagacéville--St-Laurent~
~002042~,~St-Laurent VL~
~002043~,~Fairisle~
~002044~,~Fairisle E~
~002045~,~Neguac N~
~002046~,~Neguac S~
~002047~,~Lower Neguac N~
~002048~,~Lower Neguac S~
~002049~,~Lower Neguac E~
~002050~,~Covedell--Grattan~
~002051~,~Tabusintac~
~002052~,~Tabusintac E~
~002053~,~Brantville N~
~002054~,~Brantville S~
~002055~,~Brantville E~
~002056~,~Brantville--Pontgrave~
~002057~,~Upper Portage River~
~002058~,~Portage River~
~002059~,~Portage River S~
~002060~,~Lower Derby--Millerton~
~002061~,~Millerton-Derby-Williamstown~
~002062~,~Williamstown~
~002063~,~Upper Derby--Quarryville~
~002064~,~White Rapids~
~002065~,~Coughlan~
~002066~,~Renous NE/N-E~
~002067~,~Renous SW/S-O~
~002068~,~Barnettville~
~002069~,~Blackville~
~002070~,~Howards Upper Blackville~
~002071~,~Upper Blackville~
~002072~,~Blissfield~
~002073~,~Storeytown--Hazelton~
~002074~,~Storeytown~
~002075~,~Doaktown~
~002076~,~McNamee--Carrolls Crossing~
~002077~,~Ludlow~
~002078~,~Ludlow--Holtville~
~002079~,~Boiestown~
~002080~,~Holtville~
~002081~,~Astle~
~002082~,~Parker Ridge~
~002083~,~Bloomfield Ridge~
~002084~,~Nelson~
~002085~,~Nelson--Craigville~
~002086~,~Craigville--Nowlanville~
~002087~,~South Nelson~
~002088~,~South Nelson W/O~
~002089~,~McKinleyville--Chelmsford~
~002090~,~Barnaby River~
~002091~,~East Collette~
~002092~,~Collette~
~002093~,~Rogersville~
~002094~,~Rogersville--Rosaireville~
~002095~,~Pleasant Ridge~
~002096~,~Rosaireville~
~002097~,~Acadieville--St-Jean~
~002098~,~Acadieville~
~002099~,~Acadieville Siding~
~002100~,~St-Jean VL~
~002101~,~South Esk~
~002102~,~Cassilis--Warwick~
~002103~,~Red Bank~
~002104~,~Sillikers~
~002105~,~Matthews--Halcomb--Lyttleton~
~002106~,~Eel Ground I.R./R.I.~
~002107~,~Strathadam~
~002108~,~Whitneyville~
~002109~,~Boom Road--Sunny Corner~
~002110~,~Sunny Corner~
~002111~,~Meadows--Exmoor~
~002112~,~Curventon--Trout Brook~
~002113~,~Trout Brook Rd/Ch~
~002114~,~Maple Glen~
~002115~,~Chatham Head~
~002116~,~Bushville~
~002117~,~Douglasfield~
~002118~,~North Napan~
~002119~,~Loggieville~
~002120~,~Centre Napan--Napan Bay~
~002121~,~Napan Bay~
~002122~,~Upper Napan--Glenwood~
~002123~,~Black River Bridge~
~002124~,~St. Margarets~
~002125~,~Chatham~
~002126~,~Bay du Vin~
~002127~,~Hardwicke~
~002128~,~Eel River Bridge~
~002129~,~Baie-Ste-Anne~
~002130~,~Escuminac~
~002131~,~Pointe-Sapin N~
~002132~,~Pointe-Sapin S~
~002133~,~Kouchibouguac~
~002134~,~Neguac~
~002135~,~Nelson-Miramichi~
~002136~,~Petitcodiac~
~002137~,~River Glade~
~002138~,~Salisbury~
~002139~,~Crystal Spring~
~002140~,~Moncton W/O~
~002141~,~Moncton N~
~002142~,~Moncton E~
~002143~,~Sunny Brae~
~002144~,~Humphrey~
~002145~,~Lewisville~
~002146~,~Shediac Rd/Ch~
~002147~,~Dieppe~
~002148~,~Lakeburn~
~002149~,~Chartersville~
~002150~,~St-Anselme~
~002151~,~Dover Rd/Ch~
~002152~,~Moncton~
~002153~,~Berry Mills~
~002154~,~Riverview~
~002155~,~Moncton Centre~
~002156~,~Saint-Quentin~
~002157~,~Kedgwick~
~002158~,~St-Jean-Baptiste~
~002159~,~Upsalquitch~
~002160~,~Glencoe~
~002161~,~Flatlands~
~002162~,~Tide Head~
~002163~,~Atholville~
~002164~,~Saint-Arthur~
~002165~,~McKendrick~
~002166~,~Val-d'Amour~
~002167~,~Maltais~
~002168~,~Campbellton~
~002169~,~McLeods~
~002170~,~Dalhousie Junction~
~002171~,~Point la Nim~
~002172~,~Dundee~
~002173~,~Eel River Reserve~
~002174~,~Eel River~
~002175~,~Balmoral~
